,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Score
5045,Armello,"1 Sep, 2015",League of Geeks,League of Geeks,"['Adventure', 'Indie', 'RPG', 'Strategy']",73.95,"['English', 'Italian', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'French', 'German', 'Simplified Chinese', 'Traditional Chinese']",1,0,1.0,0.8042374565376321
5046,RWBY: Grimm Eclipse,"5 Jul, 2016",Rooster Teeth Games,Rooster Teeth Games,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1,0,1.0,0.7985767390800304
5047,Batman - The Telltale Series,"2 Aug, 2016",Telltale,Telltale,['Adventure'],63.0,"['English', 'French', 'German', 'Spanish - Spain', 'Arabic', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1,0,1.0,0.8059283000477925
5048,Transport Fever,"8 Nov, 2016",Urban Games,Good Shepherd Entertainment,['Simulation'],110.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Czech', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Portuguese', 'Ukrainian', 'Dutch']",0,0,1.0,0.8111486838447811
5049,Age of Empires: Definitive Edition,"19 Aug, 2019",Forgotten Empires,Xbox Game Studios,['Strategy'],75.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Vietnamese']",1,0,1.0,0.8082575112644236
5050,Road Redemption,"7 Oct, 2019","EQ-Games , Pixel Dash Studios",TripwireInt,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese']",1,0,1.0,0.79665175985411
5051,The Mean Greens - Plastic Warfare,"8 Dec, 2015",Virtual Basement LLC,Virtual Basement LLC,"['Action', 'Indie']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America']",1,0,0.0,0.7999820492390736
5052,Exanima,"29 Apr, 2015",Bare Mettle Entertainment,Bare Mettle Entertainment,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",49.99,['English'],0,0,1.0,0.7981448347390484
5053,Eco,"6 Feb, 2018",Strange Loop Games,Strange Loop Games,"['Indie', 'Simulation', 'Early Access']",110.95,"['English', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'French', 'Portuguese - Brazil', 'Korean', 'Russian', 'German']",0,0,1.0,0.8028583118626369
5054,SOULCALIBUR VI,"18 Oct, 2018",BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,['Action'],219.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Spanish - Latin America']",1,0,1.0,0.7972403504317294
5055,Tales of Zestiria,"19 Oct, 2015",BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,['RPG'],177.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']",1,0,1.0,0.80220082815964
5056,Primal Carnage: Extinction,"3 Apr, 2015",Circle Five Studios,Circle Five Publishing,"['Action', 'Adventure', 'Indie']",47.95,"['English', 'French', 'German', 'Spanish - Spain']",1,0,1.0,0.7898687228353743
5057,Far Cry®,"23 Mar, 2004",Crytek Studios,Ubisoft,['Action'],39.0,['English'],0,0,1.0,0.8027711308543005
5058,Railway Empire,"26 Jan, 2018",Gaming Minds Studios,Kalypso Media,"['Simulation', 'Strategy']",110.95,"['English', 'French', 'German', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Polish', 'Korean', 'Japanese']",1,0,1.0,0.8021070836273833
5059,Homeworld: Deserts of Kharak,"20 Jan, 2016",Blackbird Interactive,Gearbox Publishing,['Strategy'],189.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish']",1,0,1.0,0.8029161315382084
5060,GOD EATER 3,"7 Feb, 2019",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,['Action'],199.0,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']",0,0,1.0,0.7921341646491985
5061,Cultist Simulator,"31 May, 2018",Weather Factory,Weather Factory,"['Indie', 'RPG', 'Simulation']",73.95,"['English', 'Simplified Chinese', 'Russian', 'German', 'Japanese']",1,0,1.0,0.7701985722789183
5062,Euro Truck Simulator,"6 Aug, 2008",SCS Software,SCS Software,"['Indie', 'Simulation']",18.5,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Portuguese', 'Dutch']",0,0,1.0,0.7988956928693336
5063,Heavy Rain,"18 Jun, 2020",Quantic Dream,Quantic Dream,"['Action', 'Adventure']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese']",0,1,1.0,0.8027071656006866
5064,Hobo: Tough Life,"12 Apr, 2021",Perun Creative,Perun Creative,"['Adventure', 'Indie', 'RPG', 'Simulation']",92.95,"['English', 'Czech', 'Simplified Chinese', 'German', 'Polish', 'Russian']",1,0,1.0,0.7967119779334988
5065,Wasteland 2: Director's Cut,"18 Sep, 2014",inXile Entertainment,inXile Entertainment,"['Adventure', 'Indie', 'RPG', 'Strategy']",110.95,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Italian', 'Turkish']",0,0,1.0,0.8028053038785017
5066,World War Z: Aftermath,"21 Sep, 2021",Saber Interactive Inc,Saber Interactive Inc,['Action'],149.95,"['English', 'Russian', 'Spanish - Spain', 'Traditional Chinese', 'French', 'Italian', 'German', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese']",1,1,1.0,0.8039716448792241
5067,Tomb Raider: Anniversary,"5 Jun, 2007",Crystal Dynamics,Square Enix,"['Action', 'Adventure']",32.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0,0,1.0,0.7997884202847114
5068,Overgrowth,"16 Oct, 2017",Wolfire Games,Wolfire Games,"['Action', 'Indie']",110.95,['English'],0,0,1.0,0.7509560961253634
5069,Broken Age,"28 Jan, 2014",Double Fine Productions,Double Fine Productions,"['Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",1,0,1.0,0.8131312811689877
5070,Car Mechanic Simulator 2014,"24 Jan, 2014",PlayWay S.A.,PlayWay S.A.,['Simulation'],25.95,"['English', 'Polish', 'Czech', 'Hungarian', 'Turkish', 'French', 'Dutch', 'Russian', 'Italian', 'German']",0,0,1.0,0.8015527993252638
5071,EZ2ON REBOOT : R,"17 Mar, 2021","Neonovice Co., Ltd.","Neonovice Co., Ltd.","['Action', 'Casual', 'Sports', 'Early Access']",169.95,"['English', 'Japanese', 'Korean']",1,0,1.0,0.7877924537428911
5072,Beat Cop,"30 Mar, 2017",Pixel Crow,11 bit studios,"['Adventure', 'Indie', 'Simulation']",55.95,"['English', 'Polish', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'French', 'Japanese', 'Simplified Chinese', 'Italian', 'Turkish', 'Korean']",0,0,1.0,0.8004949566501135
5073,Dreamfall Chapters,"21 Jul, 2017",Red Thread Games,Red Thread Games,"['Adventure', 'Indie']",92.95,"['English', 'French', 'German', 'Russian']",1,0,1.0,0.8035307355344372
5074,THE KING OF FIGHTERS XIV STEAM EDITION,"15 Jun, 2017",SNK CORPORATION,SNK CORPORATION,['Action'],224.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",1,0,1.0,0.8004557287363367
5075,Legend of Keepers: Career of a Dungeon Manager,"29 Apr, 2021",Goblinz Studio,Goblinz Publishing,"['Indie', 'RPG', 'Strategy']",73.95,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Spanish - Latin America', 'Portuguese - Brazil', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese', 'Korean', 'Traditional Chinese', 'Turkish', 'Czech']",1,0,1.0,0.8051852923051558
5076,Yakuza 3 Remastered,"28 Jan, 2021",Ryu Ga Gotoku Studio,SEGA,"['Action', 'Adventure']",82.95,"['English', 'Japanese', 'Traditional Chinese', 'Korean']",0,1,1.0,0.7986247977979613
5077,Zero Caliber VR,"9 Nov, 2018",XREAL Games,XREAL Games,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",99.95,['English'],0,1,1.0,0.7748161916673203
5078,Flower,"14 Feb, 2019",thatgamecompany,Annapurna Interactive,"['Adventure', 'Casual']",25.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish']",0,0,1.0,0.7996278148942919
5079,Thunder Tier One,"7 Dec, 2021","KRAFTON, Inc.","KRAFTON, Inc.","['Action', 'Simulation']",73.95,"['English', 'Russian', 'German', 'Simplified Chinese', 'Korean', 'Traditional Chinese']",0,1,1.0,0.7908693167706154
5080,Kentucky Route Zero: PC Edition,"22 Feb, 2013",Cardboard Computer,Cardboard Computer,"['Adventure', 'Indie']",92.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Spanish - Latin America']",0,0,1.0,0.7827881842539236
5081,Final Fantasy III (3D Remake),"27 May, 2014",Square Enix,Square Enix,['RPG'],58.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Thai', 'Traditional Chinese']",0,0,1.0,0.7931916468552832
5082,WORLD OF FINAL FANTASY®,"21 Nov, 2017",Square Enix,Square Enix,['RPG'],93.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Traditional Chinese']",1,0,1.0,0.7920905132983975
5083,Seek Girl Ⅱ,"30 Sep, 2019",DSGame,DSGame,"['Casual', 'Indie']",3.5,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1,1,1.0,0.7909141155639041
5084,Raw Data,"5 Oct, 2017",Survios,Survios,"['Action', 'Indie', 'Strategy']",149.95,['English'],1,0,1.0,0.760362597573232
5085,Contractors,"14 Dec, 2018",Caveman Studio,Caveman Studio,"['Action', 'Casual', 'Indie', 'Simulation']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Spanish - Latin America']",0,1,1.0,0.7918011337553736
5086,Dragon Age II,"8 Mar, 2011",BioWare,Electronic Arts,"['Action', 'Adventure', 'RPG']",129.0,"['English', 'French', 'Italian', 'German', 'Polish', 'Portuguese - Brazil', 'Russian']",1,1,1.0,0.7806940913980048
5087,Hard Truck Apocalypse / Ex Machina,"8 Dec, 2005",Targem Games,Buka Entertainment,"['Action', 'Racing', 'RPG']",29.5,"['English', 'German', 'Russian']",0,0,1.0,0.7984362551685048
5088,Frankenstein: Master of Death,"9 Mar, 2015",Jetdogs Studios,Jetdogs Studios,"['Adventure', 'Casual', 'Indie']",18.5,"['English', 'German', 'Dutch', 'Russian', 'Czech', 'Turkish', 'French', 'Polish', 'Italian', 'Spanish - Spain', 'Portuguese']",0,0,1.0,0.7981029575366992
5089,Call of Juarez,"12 Jun, 2007",Techland,Techland Publishing,['Action'],39.0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian']",0,0,1.0,0.7808846377824654
5090,KartKraft™,"1 Nov, 2018",Motorsport Games,Motorsport Games,"['Action', 'Casual', 'Free to Play', 'Racing', 'Simulation', 'Sports', 'Strategy', 'Early Access']",131.95,['English'],0,0,1.0,0.7955430963278134
5091,Quest Hunter,"8 Mar, 2019",2 Zombie Games,2 Zombie Games,"['Action', 'Adventure', 'Indie', 'RPG']",73.95,"['English', 'Russian', 'German', 'French', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Traditional Chinese']",1,0,1.0,0.7854032780709291
5092,Star Saviors,"6 May, 2016",Sharpened Edge Studios,Sharpened Edge Studios,"['Action', 'Indie', 'Strategy']",7.25,['English'],1,0,1.0,0.7883593081415139
5093,Nimbatus - The Space Drone Constructor,"14 May, 2020",Stray Fawn Studio,Stray Fawn Studio,"['Action', 'Indie', 'Simulation']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",1,0,1.0,0.7909592963969108
5094,bit Dungeon II,"15 Dec, 2014",Kinto Games LLC,Kinto Games LLC,"['Action', 'Adventure', 'Indie', 'RPG']",14.5,['English'],1,0,1.0,0.7918750667820301
5095,The Last Haven,"20 Mar, 2020",Thunder Devs.,Thunder Devs.,"['Indie', 'Simulation', 'Strategy', 'Early Access']",73.95,"['English', 'Russian', 'French', 'German', 'Italian', 'Spanish - Spain', 'Portuguese', 'Korean', 'Simplified Chinese']",0,0,1.0,0.7794255417116945
5096,Sword Art Online: Lost Song,"12 Nov, 2018",Artdink,BANDAI NAMCO Entertainment,['RPG'],74.0,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.783035383315206
5097,Super Seducer 2 - Advanced Seduction Tactics,"13 Sep, 2018",RLR Training Inc,RLR Training Inc,"['Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']",47.95,"['English', 'French', 'Italian', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'German', 'Portuguese - Brazil', 'Korean', 'Turkish']",1,1,1.0,0.7911011019093653
5098,Anno 1404 - History Edition,"25 Jun, 2020",Ubisoft Mainz,Ubisoft,"['Simulation', 'Strategy']",59.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']",0,0,1.0,0.7851379343499583
5099,Trader Life Simulator,"22 Feb, 2021",DNA ARMY GAMING,DNA ARMY GAMING,"['Indie', 'Simulation']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese', 'Russian', 'Turkish', 'Arabic']",0,0,1.0,0.7798035871463826
5100,iRacing,"12 Jan, 2015",iRacing.com Motorsport Simulations,iRacing.com Motorsport Simulations,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",,['English'],0,0,1.0,0.8306047041567766
5101,iRacing,"12 Jan, 2015",iRacing.com Motorsport Simulations,iRacing.com Motorsport Simulations,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",,['English'],0,0,1.0,0.8306047041567766
5102,iRacing,"12 Jan, 2015",iRacing.com Motorsport Simulations,iRacing.com Motorsport Simulations,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",,['English'],0,0,1.0,0.8306047041567766
5103,Heavy Bullets,"18 Sep, 2014",Terri Vellmann,Devolver Digital,"['Action', 'Indie']",36.95,"['English', 'Portuguese - Brazil']",1,0,1.0,0.785703109265297
5104,Valakas Story,"3 Dec, 2019",Narko Games,Narko Games,"['Action', 'Adventure', 'Casual']",14.5,"['English', 'Russian', 'Simplified Chinese']",0,1,1.0,0.7782709048037685
5105,Just Die Already,"20 May, 2021",DoubleMoose,Curve Games,"['Adventure', 'Indie', 'Simulation']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0,1,1.0,0.785997171757496
5106,Panzer Knights,"19 May, 2021",樂磚Joy Brick,樂磚Joy Brick,"['Action', 'Indie']",92.95,"['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese', 'French', 'German', 'Russian', 'Spanish - Latin America']",1,0,1.0,0.7870048077150078
5107,Blade Kitten,"22 Sep, 2010",Krome Studios,Krome Studios,"['Action', 'Adventure']",10.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",1,0,1.0,0.7847673491677553
5108,Blade Kitten,"22 Sep, 2010",Krome Studios,Krome Studios,"['Action', 'Adventure']",10.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",1,0,1.0,0.7847673491677553
5109,Paratopic,"6 Sep, 2018",Arbitrary Metric,Arbitrary Metric,"['Adventure', 'Indie']",21.95,"['English', 'Japanese']",1,1,1.0,0.7122051460115598
5110,Initial Drift Online,"8 Dec, 2020",RewindApp,RewindApp,"['Action', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",18.5,"['English', 'French', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0,0,0.0,0.7798292562873546
5111,Legendary Tales,"8 Sep, 2021",Urban Wolf Games Inc.,Urban Wolf Games Inc.,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",114.99,['English'],0,1,1.0,0.7748054236391362
5112,TramSim Vienna,"29 Oct, 2020",ViewApp,Aerosoft GmbH,"['Casual', 'Simulation']",146.79,"['English', 'German', 'French', 'Spanish - Spain', 'Polish', 'Portuguese']",1,0,1.0,0.7678253639922432
5113,Rayman Raving Rabbids™,"27 Mar, 2007",Ubisoft Bulgaria,Ubisoft,"['Action', 'Adventure']",20.0,"['English', 'French', 'Spanish - Spain']",0,0,1.0,0.780533481802487
5114,The Void,"7 Dec, 2016",Ice-Pick Lodge,Ice-Pick Lodge,"['Action', 'Adventure']",36.95,"['English', 'German', 'Polish', 'Russian']",0,1,1.0,0.7769254664108929
5115,Tales Of Glory,"30 May, 2020",BlackTale Games,BlackTale Games,"['Action', 'Simulation']",110.95,['English'],0,1,1.0,0.7822555021929923
5116,Runestone Keeper,"2 Mar, 2015",Blackfire,Cimugames,"['Casual', 'Indie', 'RPG', 'Strategy']",36.95,"['English', 'Simplified Chinese', 'French', 'German', 'Spanish - Spain', 'Portuguese', 'Japanese', 'Russian']",1,0,1.0,0.8157084166352602
5117,Puyo Puyo™ Tetris® 2,"23 Mar, 2021",SEGA,SEGA,"['Action', 'Casual']",109.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.7731149379559215
